ArgLen,ArgUrlRatio,Arguments_LongestWordLength,CharacterContinuityRate,Directory_DigitCount,Directory_LetterCount,Domain_LongestWordLength,Entropy_Afterpath,Entropy_DirectoryName,Entropy_Domain,Entropy_Extension,Entropy_Filename,Entropy_URL,Extension_DigitCount,Extension_LetterCount,File_name_DigitCount,Filename_LetterCount,ISIpAddressInDomainName,LongestPathTokenLength,LongestVariableValue,NumberRate_AfterPath,NumberRate_DirectoryName,NumberRate_Domain,NumberRate_Extension,NumberRate_FileName,NumberRate_URL,NumberofDotsinURL,Path_LongestWordLength,Query_DigitCount,Query_LetterCount,Querylength,SymbolCount_Afterpath,SymbolCount_Directoryname,SymbolCount_Domain,SymbolCount_Extension,SymbolCount_FileName,SymbolCount_URL,URLQueries_variable,URL_DigitCount,URL_Letter_Count,URL_sensitiveWord,argDomanRatio,argPathRatio,attachment_count,attachment_exe_flag,attachment_flag,auth_request_score,avgdomaintokenlen,avgpathtokenlen,bcc_count,body_excl_count,body_html_ratio,body_length,body_link_count,body_suspicious_keywords,cc_count,charcompace,charcompvowels,day_of_week,delimeter_Count,delimeter_Domain,delimeter_path,dkim_pass,dld_domain,dld_filename,dld_getArg,dld_path,dld_url,domainUrlRatio,domain_token_count,domainlength,executable,fear_score,fileNameLen,has_login_link,has_update_link,has_verify_link,host_DigitCount,host_letter_count,hour_of_day,isPortEighty,is_weekend,ldl_domain,ldl_filename,ldl_getArg,ldl_path,ldl_url,longdomaintokenlen,pathDomainRatio,pathLength,path_token_count,pathurlRatio,recipient_count,reply_to_mismatch,reward_score,sender_display_name_mismatch,sender_domain_mismatch,spcharUrl,spf_pass,sub-Directory_LongestWordLength,subDirLen,subject_caps_ratio,subject_excl_count,subject_length,subject_qm_count,this.fileExtLen,tld,urgency_score,urlLen,label
2.0,0.03846154,-1.0,0.625,0.0,13.0,4.0,-1.0,0.79852307,0.9166667,1.0,0.8755777,0.7604114,0.0,3.0,0.0,15.0,-1.0,16.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,-1.0,-1.0,0.0,-1.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,42.0,0.0,0.25,0.054054055,0.0,0.0,0.0,0.0,3.5,4.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384616,2.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.625,37.0,7.0,0.71153843,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,37.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,52.0,0
2.0,0.01724138,-1.0,0.8,0.0,9.0,11.0,-1.0,0.9100052,0.9317445,0.0,0.6060766,0.6433644,0.0,62.0,6.0,0.0,-1.0,76.0,-1.0,-1.0,0.33333334,0.0,0.0,0.0,0.05172414,1.0,9.0,-1.0,-1.0,0.0,-1.0,2.0,1.0,0.0,0.0,5.0,0.0,6.0,89.0,0.0,0.13333334,0.021276595,0.0,0.0,0.0,0.0,7.0,4.2777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,0.0,-1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12931034,2.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.266667,94.0,18.0,0.8103448,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,94.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,116.0,0
2.0,0.017857144,-1.0,0.29787233,-1.0,-1.0,13.0,-1.0,0.82122713,0.71712685,0.0,0.7591917,0.7082858,21.0,11.0,0.0,21.0,-1.0,32.0,-1.0,-1.0,0.0,0.0,0.0,0.65625,0.1875,3.0,11.0,-1.0,-1.0,0.0,-1.0,1.0,3.0,0.0,0.0,6.0,0.0,21.0,77.0,0.0,0.04255319,0.03448276,0.0,0.0,0.0,0.0,11.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,-1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.41964287,4.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,0.0,-1.0,0.0,0.0,0.0,0.0,8.0,8.0,27.0,1.2340425,58.0,5.0,0.51785713,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,58.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,112.0,1
2.0,0.027777778,-1.0,0.75,-1.0,-1.0,8.0,-1.0,0.85979337,0.907019,0.0,0.73692095,0.6868036,0.0,38.0,0.0,7.0,-1.0,43.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,60.0,0.0,0.16666667,0.03773585,0.0,0.0,0.0,0.0,5.5,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,2.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.4166665,53.0,8.0,0.7361111,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,53.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,0
52.0,0.65822786,11.0,0.7777778,-1.0,-1.0,3.0,0.786507,0.0,0.85979337,0.7907853,0.79534936,0.77158856,15.0,33.0,0.0,5.0,-1.0,56.0,11.0,0.28846154,0.0,0.33333334,0.26785713,0.24193548,0.2278481,2.0,11.0,15.0,15.0,30.0,7.0,-1.0,1.0,8.0,9.0,12.0,4.0,18.0,47.0,0.0,5.7777777,0.82539684,0.0,0.0,0.0,0.0,4.0,2.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11392405,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,7.0,63.0,8.0,0.79746836,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,63.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,0
2.0,0.018867925,-1.0,0.8,-1.0,-1.0,11.0,-1.0,0.89488554,0.8976168,0.0,0.6412322,0.6299291,0.0,61.0,0.0,8.0,-1.0,72.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,87.0,0.0,0.13333334,0.023809524,0.0,0.0,0.0,0.0,7.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,0.0,-1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14150943,2.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.6,84.0,15.0,0.7924528,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,84.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,106.0,0
2.0,0.05,-1.0,0.7692308,0.0,4.0,9.0,-1.0,0.87104905,0.9168498,1.0,0.8874359,0.78450334,0.0,4.0,1.0,8.0,-1.0,9.0,-1.0,-1.0,0.0,0.0,0.0,0.071428575,0.025,2.0,4.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,32.0,0.0,0.15384616,0.1,0.0,0.0,0.0,0.0,6.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,2.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,1.5384616,20.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,40.0,1
2.0,0.035714287,-1.0,0.61538464,0.0,9.0,15.0,-1.0,0.7964905,0.79126525,0.57938015,0.94744277,0.7316876,0.0,3.0,0.0,7.0,-1.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,-1.0,-1.0,0.0,-1.0,2.0,3.0,0.0,1.0,8.0,0.0,0.0,46.0,0.0,0.07692308,0.08695652,0.0,0.0,0.0,0.0,5.75,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857,4.0,26.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,23.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.88461536,23.0,5.0,0.4107143,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,56.0,1
2.0,0.027027028,-1.0,0.8,0.0,36.0,7.0,-1.0,0.72111446,0.939794,1.0,0.85060775,0.7361077,0.0,4.0,10.0,0.0,-1.0,19.0,-1.0,-1.0,0.0,0.0,0.0,0.6666667,0.13513513,2.0,10.0,-1.0,-1.0,0.0,-1.0,3.0,1.0,0.0,1.0,7.0,0.0,10.0,53.0,0.0,0.2,0.03508772,0.0,0.0,0.0,0.0,4.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513,2.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.7,57.0,8.0,0.7702703,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,57.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,74.0,0
2.0,0.027027028,-1.0,0.625,-1.0,-1.0,4.0,-1.0,0.72246194,0.9166667,0.0,0.7219777,0.6709167,2.0,34.0,0.0,13.0,-1.0,43.0,-1.0,-1.0,0.0,0.0,0.0,0.046511628,0.027027028,1.0,13.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,58.0,0.0,0.25,0.033898305,0.0,0.0,0.0,0.0,3.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,-1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810811,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.375,59.0,10.0,0.7972973,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,59.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,0
2.0,0.029411765,-1.0,0.8333333,-1.0,-1.0,9.0,-1.0,0.0,0.8605285,1.0,0.7738377,0.74317306,0.0,4.0,5.0,31.0,-1.0,43.0,-1.0,-1.0,0.0,0.0,0.0,0.104166664,0.073529415,2.0,10.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,4.0,0.0,5.0,50.0,0.0,0.16666667,0.040816326,0.0,0.0,0.0,0.0,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764706,2.0,12.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,11.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0833335,49.0,10.0,0.7205882,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,49.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,68.0,0
2.0,0.024390243,-1.0,0.8,0.0,15.0,7.0,-1.0,0.8934167,0.69897,1.0,0.8759867,0.7937482,1.0,1.0,7.0,34.0,-1.0,43.0,-1.0,-1.0,0.0,0.0,0.5,0.17391305,0.09756098,2.0,8.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,5.0,0.0,8.0,63.0,0.0,0.2,0.03076923,0.0,0.0,0.0,0.0,4.5,8.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.12195122,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,6.5,65.0,7.0,0.79268295,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,65.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,0
2.0,0.032786883,-1.0,0.78571427,0.0,8.0,10.0,-1.0,-1.0,0.798231,-1.0,-1.0,0.78609884,12.0,6.0,0.0,5.0,-1.0,24.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.19672132,2.0,8.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,7.0,0.0,12.0,36.0,0.0,0.14285715,0.05,0.0,0.0,0.0,0.0,6.5,4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22950819,2.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.857143,40.0,8.0,0.6557377,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,61.0,1
2.0,0.03773585,-1.0,0.6666667,-1.0,-1.0,5.0,-1.0,-1.0,1.0,-1.0,-1.0,0.82005,2.0,26.0,0.0,4.0,-1.0,31.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.03773585,1.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,4.0,0.0,2.0,42.0,0.0,0.22222222,0.054054055,0.0,0.0,0.0,0.0,4.0,5.3333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16981132,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.111111,37.0,6.0,0.6981132,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,37.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,53.0,0
124.0,0.61083746,0.0,0.53846157,19.0,25.0,6.0,0.5518983,0.7341697,0.7921245,0.57277024,0.58636546,0.59601396,87.0,41.0,0.0,4.0,-1.0,129.0,0.0,0.7016129,0.3877551,0.0,0.6744186,0.6492537,0.5221675,2.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,9.0,0.0,106.0,85.0,0.0,9.538462,0.6775956,0.0,0.0,0.0,0.0,6.0,7.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,25.0,25.0,0.06403941,2.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,-1.0,0.0,0.0,0.0,27.0,36.0,36.0,9.0,14.076923,183.0,8.0,0.9014778,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,183.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,203.0,1
2.0,0.037037037,-1.0,0.8235294,0.0,16.0,13.0,-1.0,0.8524398,0.9136528,1.0,1.0,0.74949324,0.0,4.0,0.0,5.0,-1.0,10.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-1.0,-1.0,0.0,-1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,45.0,0.0,0.11764706,0.06666667,0.0,0.0,0.0,0.0,8.0,4.1666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3148148,2.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.7647059,30.0,6.0,0.5555556,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,30.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,54.0,1
2.0,0.037037037,-1.0,0.7777778,-1.0,-1.0,26.0,-1.0,0.0,0.58804995,1.0,1.0,0.6723766,0.0,4.0,0.0,5.0,-1.0,5.0,-1.0,-1.0,0.0,0.027777778,0.0,0.0,0.018518519,3.0,5.0,-1.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,1.0,5.0,0.0,1.0,46.0,0.0,0.055555556,0.18181819,0.0,0.0,0.0,0.0,11.333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,3.0,36.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,33.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,0.30555555,11.0,3.0,0.2037037,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,11.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,54.0,1
2.0,0.024390243,-1.0,0.7,-1.0,-1.0,6.0,-1.0,-1.0,0.879588,-1.0,-1.0,0.7024176,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.12195122,1.0,10.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,3.0,0.0,10.0,59.0,0.0,0.2,0.03076923,0.0,0.0,0.0,0.0,4.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12195122,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,65.0,10.0,0.79268295,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,65.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,0
2.0,0.02,-1.0,0.78571427,0.0,11.0,10.0,-1.0,0.6952247,0.8874359,0.0,0.7580393,0.68771404,7.0,0.0,3.0,44.0,-1.0,56.0,-1.0,-1.0,0.04225352,0.0,0.0,1.0,0.1,1.0,10.0,-1.0,-1.0,0.0,-1.0,3.0,1.0,0.0,0.0,6.0,0.0,10.0,72.0,0.0,0.14285715,0.025316456,0.0,0.0,0.0,0.0,6.5,4.642857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,-1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.642857,79.0,14.0,0.79,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,79.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,0
2.0,0.028169014,-1.0,0.75,0.0,28.0,8.0,-1.0,0.68777484,0.8605285,0.0,0.8982265,0.7121424,7.0,0.0,0.0,10.0,-1.0,22.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.09859155,1.0,10.0,-1.0,-1.0,0.0,-1.0,3.0,1.0,0.0,0.0,6.0,0.0,7.0,53.0,0.0,0.16666667,0.03846154,0.0,0.0,0.0,0.0,5.5,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16901408,2.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.3333335,52.0,8.0,0.73239434,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,52.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,0
2.0,0.03846154,-1.0,0.8235294,0.0,7.0,13.0,-1.0,0.86674756,0.88487035,0.0,0.8333333,0.7228994,0.0,8.0,0.0,9.0,-1.0,9.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-1.0,-1.0,0.0,-1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,44.0,0.0,0.11764706,0.071428575,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32692307,2.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.6470588,28.0,4.0,0.53846157,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,52.0,0
2.0,0.027777778,-1.0,0.64705884,0.0,3.0,10.0,-1.0,0.8035987,0.805578,0.0,0.74834585,0.7557518,20.0,12.0,9.0,0.0,-1.0,32.0,-1.0,-1.0,0.6,0.0,0.0,0.625,0.4027778,2.0,3.0,-1.0,-1.0,0.0,-1.0,2.0,2.0,0.0,0.0,6.0,0.0,29.0,34.0,0.0,0.11764706,0.041666668,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2361111,3.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,2.8235295,48.0,4.0,0.6666667,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,48.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,72.0,1
2.0,0.021052632,-1.0,0.7,10.0,24.0,3.0,-1.0,0.75860655,1.0,0.0,0.73929495,0.72123486,27.0,2.0,0.0,6.0,-1.0,31.0,-1.0,-1.0,0.21276596,0.3,0.0,0.87096775,0.42105263,1.0,6.0,-1.0,-1.0,0.0,-1.0,5.0,1.0,0.0,0.0,8.0,0.0,40.0,42.0,0.0,0.2,0.025641026,0.0,0.0,0.0,0.0,4.5,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526316,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,7.8,78.0,10.0,0.8210526,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,78.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,95.0,0
2.0,0.037037037,-1.0,0.8333333,-1.0,-1.0,9.0,-1.0,0.0,0.8605285,1.0,0.85252225,0.7819933,0.0,4.0,5.0,20.0,-1.0,29.0,-1.0,-1.0,0.0,0.0,0.0,0.14705883,0.09259259,2.0,8.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,4.0,0.0,5.0,39.0,0.0,0.16666667,0.057142857,0.0,0.0,0.0,0.0,5.5,4.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,2.0,12.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,11.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.9166667,35.0,7.0,0.6481481,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,54.0,0
