attachment_count,attachment_exe_flag,attachment_flag,auth_request_score,bcc_count,body_excl_count,body_html_ratio,body_length,body_link_count,body_suspicious_keywords,brand_in_path,brand_in_subdomain,brand_in_url,cc_count,count_and,count_at,count_colon,count_comma,count_consonants,count_digits,count_dots,count_embedding_domain,count_eq,count_excl,count_http_token,count_hyphens,count_letter,count_path_components,count_path_from_domain,count_pct,count_qm,count_semicolon,count_slash,count_special_chars,count_star,count_subdomain,count_tilde,count_underscore,count_vowels,count_www,day_of_week,dkim_pass,dns_record,domain_age,domain_in_brand,domain_registration_length,double_slash_redirect,fd_length,fear_score,google_index,has_account,has_admin,has_client,has_login,has_login_link,has_secure,has_server,has_signin,has_update,has_update_link,has_verify_link,has_webscr,hostname_entropy,hostname_length,hour_of_day,https_in_url,iframe,is_weekend,links_in_tags,longest_word,max_len_split,mean_len_split,mx_domain,page_rank,path_entropy,path_in_brand,path_length,port,prefix_suffix,punycode,random_domain,ratio_digits,ratio_phish_hints,recipient_count,reply_to_mismatch,reward_score,root_domain_length,sender_display_name_mismatch,sender_domain_mismatch,shortening_service,shortest_word,spf_pass,spf_record,statistical_report,subject_caps_ratio,subject_excl_count,subject_length,subject_qm_count,suspicious_tld,time_domain_activation,time_domain_expire,time_domain_update,tld_in_path,tld_in_subdomain,urgency_score,url_entropy,url_length,use_of_ip,web_traffic,label
0.0,0.26900097225507696,0.33811106373238986,0.06827269692739234,0.29121564394958266,0.042233307800315395,0.27576501247310803,0.2373312864218598,0.21133977119227787,0.09572237455448054,0.0,0.0,0.0,0.20661791727470719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23479583687236452,0.03634076714612168,0.0,0.0,0.0,0.0,0.0,0.0,0.09740518958651284,0.0,0.0,0.0,0.0,0.0,0.3588697876502077,0.0,0.0,0.0,0.0,0.13315812608388844,0.18536543041826614,0.0,0.0,0.0,0.19417479702911855,0.0,0.0,0.08281940005698753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03807142109966012,0.056983413590061066,0.1056151234734714,0.0,0.0728528356187988,0.19931874660219787,0.0,0.0,0.21589778757408973,0.0,0.0,0.05780820125505383,0.15915555587612085,0.1496277468599281,0.07625805675783594,0.0,0.0,0.0,0.0,0.0,0.0,0.36698112240868697,0.0,0.0,0.0,0.0,0
0.10110662091040273,0.24664124879354424,0.3050113656803958,0.23811398658071234,0.1593693561536572,0.08260956121347544,0.26925759983807307,0.05552912026178239,0.134906040081937,0.13992464492809337,0.0,0.0,0.0,0.1920123448411282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009057183012699643,0.01725682685087848,0.0,0.0,0.0,0.0,0.0,0.0,0.09311229407398561,0.0,0.0,0.0,0.0,0.0,0.1677233342248306,0.0,0.0,0.0,0.0,0.1999201662425977,0.056823965883044975,0.0,0.0,0.0,0.1202174405979028,0.0,0.0,0.025714342253532474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06943776615432964,0.1906720034638688,0.14556429453365077,0.0,0.10962364409276946,0.21643009270978503,0.0,0.0,0.030675818984728362,0.0,0.0,0.07671471397604027,0.2623693612754024,0.10460897606884866,0.20600724835278128,0.0,0.0,0.0,0.0,0.0,0.0,0.07670220257186715,0.0,0.0,0.0,0.0,0
0.7589761945727848,0.5246182534184366,0.34820391047101534,0.750768958642963,0.7104000043068772,0.5030778988880392,0.5305438007781151,0.7050833203166114,0.5383843470166579,0.5339696852180029,0.0,0.0,0.0,0.8245864107365866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5744375866911796,0.6352170160909978,0.0,0.0,0.0,0.0,0.0,0.0,0.5577060649075158,0.0,0.0,0.0,0.0,0.0,0.9028378118036684,0.0,0.0,0.0,0.0,0.8753267998063854,0.2789280623933825,0.0,0.0,0.0,0.8018618570132272,0.0,0.0,0.22442700903504137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915159910041361,0.5623280486604186,0.5647148286750385,0.0,0.7699083460703032,1.0,0.0,0.0,0.5161146172055345,0.0,0.0,0.4989279515222356,1.0,0.6255578195892619,0.6499670489965106,0.0,0.0,0.0,0.0,0.0,0.0,0.7479823481865419,0.0,0.0,0.0,0.0,1
0.19643278089703917,0.04793577893923187,0.0,0.06354836474576273,0.19458440688517362,0.0,0.3064439474729146,0.0,0.11077214416207759,0.1904307634230874,0.0,0.0,0.0,0.12664080290277613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36991720577211945,0.2543788390797227,0.0,0.0,0.0,0.0,0.0,0.0,0.04667219155521768,0.0,0.0,0.0,0.0,0.0,0.07451705254482076,0.0,0.0,0.0,0.0,0.36015513350978645,0.045228617663887055,0.0,0.0,0.0,0.05244729073443903,0.0,0.0,0.2783539210400445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21681734130702235,0.15026685212593976,0.08920023132628664,0.0,0.1905351816750384,0.22209032156772113,0.0,0.0,0.3205516306150695,0.0,0.0,0.0603673751048877,0.17716982271092208,0.13346771365636426,0.253259194089456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7294442671307974,0.5233563880215192,0.8449611602099939,0.2710074600645842,0.6516430846545794,0.9848373821284502,0.46077116282020697,0.5011421085910698,0.8317463895007319,0.39443554282206456,0.0,0.0,0.0,0.8031783676147921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6063905375384452,0.42682927746929833,0.0,0.0,0.0,0.0,0.0,0.0,0.6440966230054903,0.0,0.0,0.0,0.0,0.0,0.8050785832215792,0.0,0.0,0.0,0.0,1.0,0.7593649680775629,0.0,0.0,0.0,0.9330367929203749,0.0,0.0,0.8292626666756044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8216621961494195,0.5745214709472684,0.6979223340846921,0.0,0.7855477469688145,0.8043491133339494,0.0,0.0,0.3649454084402355,0.0,0.0,0.3494590960265637,0.7625906663292976,0.41756126721325315,0.8439069908173206,0.0,0.0,0.0,0.0,0.0,0.0,0.767438861841022,0.0,0.0,0.0,0.0,1
0.0742123119556925,0.09269996229674173,0.023520621988004753,0.26747756870766065,0.0,0.14992016893379218,0.24948874237903024,0.10985514357264087,0.22626163287950055,0.15071132415251687,0.0,0.0,0.0,0.1369293620820179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1686496479456116,0.26850102776741297,0.0,0.0,0.0,0.0,0.0,0.0,0.2696565767574164,0.0,0.0,0.0,0.0,0.0,0.21093743925365113,0.0,0.0,0.0,0.0,0.0,0.1419083773575736,0.0,0.0,0.0,0.1564481556830762,0.0,0.0,0.2706086439213499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2329721870405477,0.14166153361838835,0.2220176719269038,0.0,0.16039233265039424,0.22378681611892526,0.0,0.0,0.15048349700275315,0.0,0.0,0.2308805592612843,0.09893629332862627,0.15376128027277955,0.13090591589687178,0.0,0.0,0.0,0.0,0.0,0.0,0.11184384677889614,0.0,0.0,0.0,0.0,0
0.551161094846162,0.9044066471721224,0.7082550849799173,0.495242196151486,0.6680138576038549,0.5985032744499835,0.5953341962532532,0.58948309167329,0.4628766395758377,0.3605662446458534,0.0,0.0,0.0,0.8679913550369345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573033891401039,0.7590773889818608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8391179749768622,0.0,0.0,0.0,0.0,0.5622971624610401,0.8784145121410357,0.0,0.0,0.0,0.8242945813787135,0.0,0.0,0.9643872812940779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799504930506748,0.4503649898936781,0.6695710650272089,0.0,0.4414642320359433,0.34071508517059523,0.0,0.0,0.6728312014747627,0.0,0.0,0.8990115055518286,0.6242121210356715,0.49202641714532275,0.39598004096413075,0.0,0.0,0.0,0.0,0.0,0.0,0.11298512605888547,0.0,0.0,0.0,0.0,1
0.849810445307337,0.603207665795143,0.8103789861511771,0.6035348447374961,0.5803329500526629,0.698727096421664,0.35668900947095833,0.46641441685257534,0.6179653094241221,0.5388420387129996,0.0,0.0,0.0,0.5877255218269544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927934339183191,0.9092830769688819,0.0,0.0,0.0,0.0,0.0,0.0,0.8107503923683314,0.0,0.0,0.0,0.0,0.0,0.42193831505188906,0.0,0.0,0.0,0.0,0.7050612739234171,1.0,0.0,0.0,0.0,0.7754065981955856,0.0,0.0,0.9290163718982442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7601802802632847,0.6304503330535971,0.5187263515059664,0.0,0.4957062571134945,0.853163336961766,0.0,0.0,0.9262658466550665,0.0,0.0,0.6580729300834881,0.7365716834324585,0.43286945971851704,0.7815790949533965,0.0,0.0,0.0,0.0,0.0,0.0,0.8308214604819777,0.0,0.0,0.0,0.0,1
0.16152991132780167,0.38532127800507066,0.0,0.00028642764449390845,0.09756823763337641,0.11663537341357591,0.15201984933796492,0.005965244461222818,0.2423565577258542,0.18759980184102487,0.0,0.0,0.0,0.19705391121275012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04690160725456714,0.24177370869020287,0.0,0.0,0.0,0.0,0.0,0.0,0.1470654516511849,0.0,0.0,0.0,0.0,0.0,0.2519114411282155,0.0,0.0,0.0,0.0,0.052347219248817675,0.08653445012300902,0.0,0.0,0.0,0.1954099605425817,0.0,0.0,0.12195364398247631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17150632002461141,0.2303270017864831,0.016660537820614885,0.0,0.18352647552560208,0.14610696776601212,0.0,0.0,0.11018240433373266,0.0,0.0,0.266900729295299,0.22048613942967676,0.13806905566228553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11828860285113771,0.0,0.0,0.0,0.0,0
0.20698014593839992,0.20757428121907362,0.19134548105597235,0.161430660719356,0.2628527311070497,0.10856993495382497,0.2439456352060838,0.22265926197841607,0.17004498356412645,0.19381505140496652,0.0,0.0,0.0,0.19496891916752454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23140642419172505,0.05708540029567277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901102621007773,0.0,0.0,0.0,0.0,0.10760871633017646,0.3572647544666675,0.0,0.0,0.0,0.1835939234585931,0.0,0.0,0.18300549455862108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09203111473951728,0.20654102223058154,0.17932032046619142,0.0,0.2768494606437755,0.08073372265947905,0.0,0.0,0.14836372862065383,0.0,0.0,0.4601849601597967,0.0,0.16300309010150535,0.32929349700490007,0.0,0.0,0.0,0.0,0.0,0.0,0.20672736064117203,0.0,0.0,0.0,0.0,0
